Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Oman,OMN,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.74,78.187,78.633,79.03,79.346,79.581,79.748,79.864,79.946,77.763,75.969,77.911,80.031,..,..
Oman,OMN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1171.58211513574,1138.28408010188,1177.86240813864,1387.86336438364,1470.53207169293,1391.9580818469,1329.36051510578,1214.52221034966,1417.92392005672,1800.07935892882,1682.23916262747,1301.15355166773,1444.38052024643,..,..
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3879.5977693449,4046.59848766311,4173.93858568758,4312.99070040776,4480.26313460985,4630.7315068374,4789.53646557553,4979.3734961655,5037.53401559745,5048.0213062963,5367.27364714762,5920.27430654107,6013.989636386,6252.11543199559,..
Pakistan,PAK,Gini index,SI.POV.GINI,29.7,..,29.5,..,31.3,..,..,29.6,..,..,..,..,..,..,..
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.659,64.883,65.129,65.374,65.641,65.943,66.223,66.481,66.729,65.701,65.773,67.417,67.649,..,..
Pakistan,PAK,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,86.5621016605373,89.909463784456,100.862315440971,107.349941596045,111.779544365698,119.022003421659,133.450895237765,140.839066362795,143.437200359894,149.054448169153,160.48997721451,171.897989066566,152.104499152766,..,..
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14673.0560248903,15461.371967653,15424.7596503485,16442.0389291227,17853.5103927061,18234.6118770397,17991.1080155154,18172.3045821299,18421.9034582421,17389.7246153166,15780.5501158866,17184.5415251955,18230.2698627414,..,..
Palau,PLW,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.638,68.863,68.981,69.062,69.07,69.046,69.019,68.989,68.982,68.689,68.563,68.922,69.269,..,..
Palau,PLW,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1431.53966547408,1573.34690490464,1676.41153554731,1753.18873054653,1752.5420601077,1804.79369489364,1933.40024149129,1997.06288485293,2219.45788648548,2312.60517208754,2281.8132138125,2393.72428012408,1856.71376319022,..,..
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17473.7651165489,19473.251491839,21923.6750843341,24376.0808599604,27245.2788402631,30276.7088496195,33533.32602165,32463.5403500842,33239.7332276186,27017.0033790906,30932.7627809145,36333.1269184359,39813.3857939972,41369.422541499,..
Panama,PAN,Gini index,SI.POV.GINI,51.3,51.7,51.5,50.5,50.8,50.4,49.9,49.2,49.8,..,50.9,..,48.9,49.7,..
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.659,76.877,77.129,77.365,77.583,77.772,77.901,78.266,78.514,76.33,77.004,79.324,79.594,..,..
Panama,PAN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1202.57426059686,1275.97425293501,1439.37181283397,1695.94056397771,1899.97147994564,2156.96874093884,2407.87885995687,2466.83642513601,2701.98235560497,2761.45182470466,2826.37265295582,3289.27137613278,3318.24774938406,..,..
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2918.54391777544,3025.85599590795,3109.89537238113,3499.5484675555,3669.73871592695,3812.71035100798,3923.17197680467,3909.91572975538,4059.82860207487,3899.57719236851,3976.90380116956,4419.61926962803,4667.83567092991,4874.6899553589,..
Papua New Guinea,PNG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.382,63.639,63.927,64.198,64.473,64.7,64.923,65.114,65.331,65.075,64.358,65.274,66.134,..,..
Papua New Guinea,PNG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,66.9504071973293,80.698286438747,93.2116899928977,114.477360466728,66.7453690597115,88.8599758716686,87.4757775449895,89.9487253489161,94.4051191124841,89.7659102468158,93.0716901144674,115.556919825688,133.00408934153,..,..
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11441.7636772255,10954.3251570137,12137.0081947562,12607.0721636671,12679.0574753234,13329.1373366354,13977.3427788671,14139.0931267568,14149.598522753,14308.8787738305,15406.1670646576,16347.0434974776,17564.4912369374,18523.6810153,..
Paraguay,PRY,Gini index,SI.POV.GINI,52.3,47.6,47.9,50.7,47.6,47.9,48.5,46,45.7,43.5,42.9,44.6,44.2,44.2,..
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.787,73.105,73.292,73.415,73.454,73.487,73.45,73.627,73.668,72.72,68.108,72.319,73.844,..,..
Paraguay,PRY,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,666.169031873887,715.475800391198,736.022773131435,835.494671137837,848.439222472206,889.795309247411,923.766064349854,953.678569417218,1013.22716269637,1098.25363252278,1237.54205586195,1264.50563612264,1469.44739737129,..,..
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10462.5770434663,10757.1522234351,11290.5547403874,11517.7371710247,11600.3873992867,12066.5460683317,12591.8562879234,13078.2323503405,13563.5372933551,12563.3038060893,15280.5512106486,16669.1561486769,17011.2278028825,17802.4182498972,..
Peru,PER,Gini index,SI.POV.GINI,44.7,44.4,43.9,43.1,43.4,43.6,43.3,42.4,41.5,43.7,40.1,40.3,40.7,40.1,..
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.327,73.979,74.591,75.26,75.732,75.951,75.958,76.018,76.275,73.832,71.596,76.834,77.74,..,..
Peru,PER,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,472.072171711646,510.377265584211,537.124552732904,573.868653766108,578.203049484522,604.265407844917,621.620109136811,679.840135403432,709.342868059496,817.581330350486,1019.321046243,1006.93394191318,956.47844506314,..,..
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5705.43591174904,6094.26837338658,6372.83382112545,6688.73961232553,6894.26702217935,7382.66758431792,7773.79853599024,8357.74357934219,8924.10116402887,8238.36802037457,8857.78995115514,10131.346369794,10985.8292627505,11794.1375488492,..
Philippines,PHL,Gini index,SI.POV.GINI,..,46.5,..,..,44.6,..,..,42.3,..,..,40.7,..,39.3,..,..
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.096,69.237,69.283,69.311,69.45,69.49,69.966,69.761,69.68,70.097,66.675,69.472,69.833,..,..
Philippines,PHL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,229.654395893208,254.563194022443,272.380492798712,247.693172504241,268.757499478344,291.97294660237,307.875665292074,330.45005495488,371.819121076887,425.276155233165,529.25347872163,522.346960161346,560.418506292015,..,..
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22808.5055268899,23728.1456821435,24433.8914344877,25459.7392273761,26988.1069013509,28359.6927346266,30170.2818974087,32345.1066076225,35882.3655065553,37089.3004256812,41059.5847829682,46777.5524519162,48473.0940286419,51262.5105756884,..
Poland,POL,Gini index,SI.POV.GINI,33.2,33,33.1,32.8,31.8,31.2,29.7,30.2,28.8,28.5,28.5,28.9,28.5,..,..
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6951219512195,76.7463414634146,77,77.6024390243903,77.4512195121951,77.8512195121951,77.7536585365854,77.6024390243903,77.9048780487805,76.4,75.3512195121951,77.1560975609756,78.5073170731707,..,..
Poland,POL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1424.48794440508,1477.89280512492,1575.0455734278,1626.76685300068,1717.35929009022,1856.86220963737,1972.36793970352,2021.77060101869,2292.10627205968,2356.09113851299,2607.16810590306,2973.96202447251,3331.75281821589,3938.95472285932,..
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26803.2336904645,26476.2182777269,27966.0874254705,28764.5254955042,29608.0071513956,31589.2695609552,32970.8395386562,34896.7993382974,37865.5603564295,35966.712796561,38657.6677223425,45250.0148759865,49352.8388613032,51679.8883807527,..
Portugal,PRT,Gini index,SI.POV.GINI,36.3,36,36.2,35.6,35.5,35.2,33.8,33.5,32.8,34.7,34.6,36.3,33.9,..,..
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.4707317073171,80.3731707317073,80.7219512195122,81.1219512195122,81.1243902439025,81.1243902439025,81.4243902439025,81.3243902439024,81.6756097560976,81.3292682926829,81.3780487804878,81.6317073170732,82.2804878048781,..,..
Portugal,PRT,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2601.13011709974,2541.64679677445,2615.69255021697,2674.30828278791,2754.23640534913,2957.01364650161,3061.95497198541,3271.17675042273,3584.05951113954,3755.40305114384,4323.96455273746,4706.40789869071,4678.84807603454,4928.03132034767,..
Puerto Rico (US),PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,31697.218864709,32077.6178539123,32279.4000290919,32391.0670311533,32323.5456459985,32245.8484276651,31866.6160571769,33706.5915157959,36217.7204390287,36858.6085217908,40559.474811812,45327.510192422,47543.3937761528,50247.8492461676,..
Puerto Rico (US),PRI,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico (US),PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.766,79.258,80.318,80.039,80.677,80.355,79.07,81.086,81.438,80.009,79.77,79.427,81.69,..,..
Puerto Rico (US),PRI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,174619.917706815,180939.439450305,169203.349850341,148389.2001335,102545.863291279,89934.66888248,99358.3733880435,110032.839882747,107502.567853627,82149.4569875883,116832.656941972,122920.54329029,129367.869670927,126046.354855612,..
Qatar,QAT,Gini index,SI.POV.GINI,..,..,..,..,..,..,35.1,..,..,..,..,..,..,..,..
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.994,80.499,80.974,81.395,81.785,82.147,82.458,82.714,82.945,80.409,81.083,81.857,82.368,..,..
Qatar,QAT,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2506.60831499588,2856.90612490086,3312.14907999372,3487.39079118866,3601.23643818727,3042.27123414266,3002.03810876146,3045.97515429022,3228.73510571489,3126.72806386082,3007.44761222009,2468.7682302264,2900.58226967307,..,..
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18803.8678810861,19807.5984490026,19678.1108930755,20632.9924390362,21624.5618152909,23905.1743665679,26943.3085419885,29382.7567479407,33425.326172666,34193.8374521868,37534.1559176911,41979.2586767087,45981.6027785222,49076.5399383138,..
Romania,ROU,Gini index,SI.POV.GINI,35.9,36.5,36.9,36,35.9,34.4,36,35.8,34.8,34.6,33.9,32.3,29.8,..,..
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.409756097561,74.4121951219512,75.0634146341463,74.909756097561,74.9121951219512,75.209756097561,75.209756097561,75.3585365853659,75.6073170731707,74.2536585365854,72.809756097561,75.1536585365854,76.6073170731707,..,..
Romania,ROU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,839.334375104012,891.506628679956,1026.13185618891,1035.36718751032,1066.21562150552,1210.83316276544,1394.10595037734,1626.59128981218,1912.92415472355,2128.20841549029,2424.5885706092,2448.67492495905,2614.09426055762,..,..
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22789.54296875,24273.517578125,26019.7265625,25688.2265625,23994.013671875,24012.40234375,25777.904296875,28628.5625,30963.853515625,31490.8046875,38638.4296875,40938.98828125,44268.73046875,47404.96484375,..
Russian Federation,RUS,Gini index,SI.POV.GINI,39.7,40.7,40.9,36.9,36.5,36.7,35.5,35.3,35.7,33.7,35.1,33.9,33,..,..
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.6839024390244,70.0721951219512,70.5787804878049,70.7436585365854,71.1834146341463,71.6512195121951,72.4514634146342,72.6621951219512,73.0839024390244,71.3387804878049,69.900243902439,72.5456097560976,73.2546341463415,..,..
Russian Federation,RUS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1084.95908851364,1190.65379224731,1314.77490035272,1345.72476034453,1285.21134694727,1284.14735597687,1395.60260403165,1547.65846553133,1759.39899967257,2538.82360457465,2741.98337078669,2873.80331473142,3203.80624404722,..,..
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1412.90752155318,1454.52507891388,1512.24171253848,1677.56869684182,1780.74171636863,1866.38968530286,1967.94286602499,2125.49522712839,2336.03967302732,2284.89889795328,2733.43566762447,3098.67700634994,3399.45174603143,3710.86040434596,..
Rwanda,RWA,Gini index,SI.POV.GINI,..,..,45.1,..,..,43.7,..,..,..,..,..,..,39.4,..,..
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.476,64.189,64.651,65.088,65.419,65.733,66.14,66.354,66.691,66.953,66.85,67.528,67.785,..,..
Rwanda,RWA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,112.075016614414,117.84067495536,102.444239012266,117.178331917011,118.424316858654,111.397438778553,105.7980752588,115.991216590163,114.814024310661,132.488857137092,170.181440853356,183.542564770083,177.011280229869,..,..
Samoa,WSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5494.24063118213,5338.73979322922,5386.90063081914,5468.10058532556,5681.77812768843,6141.45089044263,6280.21500477143,6318.26977293454,6638.18454759102,6450.75201183405,6350.11428353253,6909.17129928336,8194.80725640734,8736.81606772538,..
Samoa,WSM,Gini index,SI.POV.GINI,..,..,38.7,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.393,71.159,71.229,71.142,71.06,71.003,70.991,71.052,70.269,70.727,71.096,71.55,71.698,..,..
Samoa,WSM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,295.707129918928,266.30955319703,335.019072167262,347.774330754807,341.68405601797,346.38789762176,324.330437050893,301.658035902364,374.886150587197,392.897984699948,447.099190738726,434.071642592597,474.509220884603,..,..
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,56239.9592730018,51274.2154785964,50770.3673195862,52909.2224071252,52247.2078276415,53033.0563376235,52463.4196397748,54460.9058332865,57444.1193582109,55206.5812324405,64745.1316780701,75941.4899090162,78745.4313299335,..,..
San Marino,SMR,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.713,83.943,84.175,84.394,84.596,84.775,84.933,85.095,85.257,82.65,83.539,85.708,85.706,..,..
San Marino,SMR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,4138.01913155641,4246.47494575626,3964.88289403903,4032.56845524411,3998.18938903122,4329.29183561985,4263.17398488492,4508.41574590536,4686.13902537544,4681.09977471358,4825.5304354017,5430.21717810659,5231.14919129759,..,..
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2914.21285695222,2652.87879478958,2945.73664283744,3233.3568807314,3171.50905832741,3319.54261733278,3436.31010124694,3941.03280858409,4655.48496449805,5144.53560286014,5732.69456061536,6033.6811722183,6149.98146081932,6241.85614464638,..
Sao Tome and Principe,STP,Gini index,SI.POV.GINI,..,..,..,..,..,..,40.7,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.122,64.505,64.93,65.478,66.023,66.563,67.074,67.602,68.043,67.979,68.026,69.237,69.718,..,..
Sao Tome and Principe,STP,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,156.934033943616,201.817878451232,267.478799500779,248.064178711747,206.126920521897,250.481901875886,256.541219326376,233.275836334633,255.160046462553,376.618470240594,450.540355045479,348.512205191425,355.034720895384,..,..
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,64125.2177225838,65033.6161818077,62202.8859202572,62578.0708415156,53930.8273872622,49937.0668103808,53120.4572456269,59377.8025368768,59560.2537904546,47518.4877485153,62690.4966645929,71968.074955888,71564.800028565,71375.3727890285,..
Saudi Arabia,SAU,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.808,76.09,76.517,77.116,77.776,78.354,78.721,78.75,78.313,77.596,77.089,77.31,78.732,..,..
Saudi Arabia,SAU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2256.08984160493,2474.18625663065,2655.67011143147,3068.85213002131,3036.18967984046,3034.69504464027,3109.85545125676,3011.30378763351,3030.81669592521,3074.40387689995,3249.81850247356,3264.95300960415,3475.05778671586,..,..
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2684.94989722318,2764.26130708482,2768.76818711984,2853.80456250635,2994.28032714875,3101.12348494108,3234.36158194088,3380.21596529445,3647.95137357242,3752.91947490817,4173.67741399619,4530.22059496055,4777.61451861578,5070.6486207418,..
Senegal,SEN,Gini index,SI.POV.GINI,40.3,..,..,..,..,..,..,38.3,..,..,36.2,..,..,..,..
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.799,65.229,65.638,66.001,66.451,66.724,67.059,67.379,67.668,67.496,66.868,67.788,68.683,..,..
Senegal,SEN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,113.148288681585,117.947719197596,121.430869988835,125.271251951862,131.086486936583,131.985944069484,134.665685998117,149.805101797199,163.988432134395,193.067873600183,185.744004272729,183.651215860883,205.610253935047,..,..
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14298.2677444467,14506.2378578624,15246.9321985267,15296.1484591287,15546.298142138,16455.4261201487,17285.4272257972,18469.022619005,20587.382536041,21013.0512590365,23406.4036315634,26142.8279237665,29776.8951752159,32832.1763221005,..
Serbia,SRB,Gini index,SI.POV.GINI,..,39.9,39.4,40.4,40.5,38.8,36.1,35,34.5,35,33.1,32.8,..,..,..
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.5365853658537,74.8365853658537,75.1853658536585,75.3365853658537,75.2878048780488,75.6878048780488,75.5390243902439,75.890243902439,75.9365853658537,74.4780487804878,72.780487804878,75.2365853658537,76.2209756097561,..,..
Serbia,SRB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1249.84946467625,1296.61195111925,1359.00886915427,1352.34947373774,1312.5111832535,1338.00127952034,1361.73048306877,1507.56363488042,1701.65775251246,1738.4812257015,2149.73648195303,2208.67151923395,2302.62447828459,..,..
Seychelles,SYC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,21780.7075576057,22263.822159947,22487.2497747,24984.526915426,25435.2289894362,28811.3970334958,30674.6487335442,32091.2988657346,34219.061370118,31055.9442055039,29979.8272686091,29972.8758315937,31780.7838341965,33238.5800343754,..
Seychelles,SYC,Gini index,SI.POV.GINI,..,..,46.8,..,..,..,..,32.1,..,..,..,..,..,..,..
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.7243902439024,74.2756097560976,73.119512195122,73.2292682926829,74.2951219512195,74.309756097561,74.3,72.8414634146341,74.0463414634146,77.2365853658537,73.3975609756097,73.7024390243903,74.9585365853659,..,..
Seychelles,SYC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,822.236669447224,1015.9962279365,832.788647411511,967.558621713639,940.509809515496,1170.74482845445,1170.62258342928,1192.28502707875,1207.54493757174,1483.82015734874,1260.30824808428,1259.81365362773,1401.7466960677,..,..
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2042.70009101399,2317.1913997528,2700.73807805259,2762.04553745948,2560.04985807593,2634.9252433025,2501.4531554482,2640.47566787646,2704.05835866756,2719.07286815807,2849.38865926436,3143.96451050507,3368.31727188063,3522.30588009119,..
Sierra Leone,SLE,Gini index,SI.POV.GINI,34,..,..,..,..,..,..,35.7,..,..,..,..,..,..,..
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.594,53.159,54.051,54.281,55.454,56.937,57.761,59.059,59.593,59.694,60.26,61.275,61.786,..,..
Sierra Leone,SLE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,133.202480055863,128.505014169067,205.280014408267,354.858801771656,315.226844600824,262.825738388584,152.097540853594,139.926057014635,154.274229757054,154.039296964456,144.499071479513,150.992791499807,158.90709007593,..,..
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,80052.3914982651,82107.7270892092,83088.3185411658,84555.2446100826,87156.187383315,89901.8159165036,95744.1821600957,103963.36329269,105335.291974111,101518.31798444,132617.354020876,143094.949896959,143786.136293013,150689.301625826,..
Singapore,SGP,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.7439024390244,81.9951219512195,82.2463414634147,82.4951219512195,82.7439024390244,82.8463414634146,83.0951219512195,83.2975609756098,83.5951219512195,83.5439024390244,83.0926829268293,82.8951219512195,82.8951219512195,..,..
Singapore,SGP,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2525.49386324055,2739.0517655298,3067.23108647111,3280.50141247364,3650.03509193405,3958.32382350048,4180.32763407743,4237.40946621123,4670.46220567088,5854.30406536757,6710.39084545712,6262.28708683209,6551.26185012408,..,..
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,39730.5467349267,35520.5138693527,36178.1870158544,43514.2365385271,44587.5911500766,44845.106868735,44479.2967076826,41653.2008964784,45715.6970519376,38901.4867603712,40507.0672411717,48760.6820580997,51686.6520818084,53768.6573945662,..
Sint Maarten (Dutch part),SXM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.868,75.125,75.391,75.735,75.899,75.952,75.455,75.693,75.68,75.002,74.505,76.18,76.371,..,..
Sint Maarten (Dutch part),SXM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26201.6502820886,27022.7747321382,28075.4326236719,29108.072180194,30147.9903672541,29867.9803390081,30245.7825869756,31509.8187291635,33985.6758419661,35327.9439165588,38346.0935768177,41562.1497793913,45973.9406902991,48132.356430543,..
Slovak Republic,SVK,Gini index,SI.POV.GINI,26.5,26.1,28.1,26.1,26.5,25.2,23.2,25,23.2,24.2,24.1,24.1,23.8,..,..
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.9585365853659,76.109756097561,76.4121951219512,76.8121951219512,76.5634146341463,77.1658536585366,77.1658536585366,77.2658536585366,77.6658536585366,76.8658536585366,74.6146341463415,76.9658536585366,78.0170731707317,..,..
Slovak Republic,SVK,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1918.63580440356,2035.44789904929,2101.07177884091,1999.39166683437,2033.76661924823,2110.68929808851,2038.17442479971,2092.63844486791,2350.36598550736,2494.68704539571,2918.54660555695,3163.67734417391,3230.2453507094,..,..
Slovenia,SVN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28715.6339954963,28786.7105517686,29634.0657611471,30571.9753019832,31336.2043858881,33575.1775435757,36180.0384547624,38620.2045436305,42373.2506369279,41767.2579899957,45914.0572392406,52347.109726538,56064.0974596742,57186.3713538174,..
Slovenia,SVN,Gini index,SI.POV.GINI,24.9,25.6,26.2,25.7,25.4,24.8,24.2,24.6,24.4,24,24.3,24.3,24.7,..,..
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.9707317073171,80.1243902439024,80.3219512195122,81.0780487804878,80.7756097560976,81.1756097560976,81.0292682926829,81.3780487804878,81.5292682926829,80.5317073170732,80.6756097560976,81.2829268292683,81.9780487804878,..,..
Slovenia,SVN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2472.89669149753,2533.16029226746,2621.22421026233,2625.70206515426,2689.42033520024,2878.2903397979,2988.78390180399,3236.61402075633,3642.58734890772,3976.05047184126,4372.47761856351,4864.66217532305,4948.56888946586,5424.8881250739,..
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2306.28127950629,2320.45346146884,2394.46788083646,2377.38397015815,2353.78235283681,2421.18991118943,2454.04671914243,2493.97675737551,2512.01387973448,2405.31509364704,2449.87009821452,2496.22734577831,2596.56364252803,2674.89311339831,..
Solomon Islands,SLB,Gini index,SI.POV.GINI,..,37.1,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.824,68.961,69.007,68.984,69.323,69.501,69.652,69.806,69.981,69.258,68.89,70.409,70.528,..,..
Solomon Islands,SLB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,114.487881046931,113.254916682767,109.675291719188,116.241427687142,104.819583639622,109.66458916692,102.226617379208,96.376726098392,111.464399089855,117.734375131882,124.608351894392,130.134579674255,153.393129852544,..,..
"Somalia, Fed. Rep.",SOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,881.383113050941,1002.9322657147,944.404567280324,1127.71922200338,1341.38999678728,1468.50438474605,1596.81409178022,1551.52773977473,1548.27250940098,1454.26711848855,1392.31782053371,1486.47247333834,1555.61016798776,1601.96466602339,..
"Somalia, Fed. Rep.",SOM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Somalia, Fed. Rep.",SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,32.453,49.138,54.016,54.442,55.056,55.283,52.19,54.767,57.249,57.095,55.703,53.931,58.816,..,..
"Somalia, Fed. Rep.",SOM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,30.9241770644638,34.5341981897268,42.4954033478793,37.4867276163693,42.2444179689043,39.4856095260646,36.1147180008777,33.8846659428309,35.5416750060833,38.3327165620592,52.0652148813017,..,..
